./Samples/DigitCoolRunning_28x28/train/result_UI_States3/1/CoolRunning_2955_1.png,1
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_14.mp4/6/CoolRunning_7133_6.png,6
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_51.mp4/1/CoolRunning_2256_1.png,1
./Samples/DigitCoolRunning_28x28/train/result_UI_States3/6/CoolRunning_4503_6.png,6
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_51.mp4/6/CoolRunning_2336_6.png,6
./Samples/DigitCoolRunning_28x28/train/result_UI_States3/7/CoolRunning_4426_7.png,7
./Samples/DigitCoolRunning_28x28/train/result_UI_States3/1/CoolRunning_35_1.png,1
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_18_56.mp4/1/CoolRunning_2320_1.png,1
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_51.mp4/4/CoolRunning_2767_4.png,4
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_18_56.mp4/0/CoolRunning_2735_0.png,0
./Samples/DigitCoolRunning_28x28/train/result_2017-3-14_27486_30822/5/CoolRunning_27486_33_1394_5.png,5
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_14.mp4/2/CoolRunning_191_2.png,2
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_51.mp4/8/CoolRunning_894_8.png,8
./Samples/DigitCoolRunning_28x28/train/result_UI_States3/1/CoolRunning_1823_1.png,1
./Samples/DigitCoolRunning_28x28/train/result_2017-3-14_27486_30822/2/CoolRunning_27486_33_2946_2.png,2
./Samples/DigitCoolRunning_28x28/train/result_UI_States3/2/CoolRunning_1237_2.png,2
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_14.mp4/5/CoolRunning_5198_5.png,5
./Samples/DigitCoolRunning_28x28/train/result1_false_9/2/CoolRunning_20_77_2.png,2
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_14.mp4/5/CoolRunning_2065_5.png,5
./Samples/DigitCoolRunning_28x28/train/result2_false_9/0/CoolRunning_170_27_0.png,0
./Samples/DigitCoolRunning_28x28/train/result_UI_States3/0/CoolRunning_4674_0.png,0
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_51.mp4/2/CoolRunning_4902_2.png,2
./Samples/DigitCoolRunning_28x28/train/result_UI_States3/9/CoolRunning_3836_9.png,9
./Samples/DigitCoolRunning_28x28/train/result_GameStart/7/CoolRunning_93_7.png,7
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_18_56.mp4/7/CoolRunning_862_7.png,7
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_14.mp4/5/CoolRunning_9075_5.png,5
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_14.mp4/5/CoolRunning_9240_5.png,5
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_51.mp4/7/CoolRunning_4903_7.png,7
./Samples/DigitCoolRunning_28x28/train/result_2017-3-14_27486_30822/5/CoolRunning_27486_33_1456_5.png,5
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_51.mp4/0/CoolRunning_5950_0.png,0
./Samples/DigitCoolRunning_28x28/train/result1_false_7/2/CoolRunning_20_91_2.png,2
./Samples/DigitCoolRunning_28x28/train/result2_false_9/7/CoolRunning_170_34_7.png,7
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_51.mp4/0/CoolRunning_5045_0.png,0
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_14.mp4/3/CoolRunning_8164_3.png,3
./Samples/DigitCoolRunning_28x28/train/result_2017-3-14_27486_30822/8/CoolRunning_27486_33_1639_8.png,8
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_51.mp4/2/CoolRunning_3174_2.png,2
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_51.mp4/1/CoolRunning_2226_1.png,1
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_18_56.mp4/1/CoolRunning_1534_1.png,1
./Samples/DigitCoolRunning_28x28/train/result_UI_States3/1/CoolRunning_3493_1.png,1
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_14.mp4/2/CoolRunning_8662_2.png,2
./Samples/DigitCoolRunning_28x28/train/result_UI_States3/1/CoolRunning_3474_1.png,1
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_51.mp4/0/CoolRunning_3205_0.png,0
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_14.mp4/8/CoolRunning_8956_8.png,8
./Samples/DigitCoolRunning_28x28/train/result_2017-3-14_27486_30822/4/CoolRunning_27486_33_2011_4.png,4
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_14.mp4/2/CoolRunning_3336_2.png,2
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_51.mp4/1/CoolRunning_1944_1.png,1
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_51.mp4/1/CoolRunning_6568_1.png,1
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_14.mp4/5/CoolRunning_7995_5.png,5
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_51.mp4/3/CoolRunning_6510_3.png,3
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_14.mp4/6/CoolRunning_771_6.png,6
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_14.mp4/7/CoolRunning_2663_7.png,7
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_18_56.mp4/8/CoolRunning_1328_8.png,8
./Samples/DigitCoolRunning_28x28/train/result_2017-3-14_27486_30822/6/CoolRunning_27486_33_1603_6.png,6
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_51.mp4/3/CoolRunning_5511_3.png,3
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_51.mp4/2/CoolRunning_4191_2.png,2
./Samples/DigitCoolRunning_28x28/train/result_2017-3-14_27486_30822/7/CoolRunning_27486_33_2344_7.png,7
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_51.mp4/3/CoolRunning_5937_3.png,3
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_20_14.mp4/7/CoolRunning_7280_7.png,7
./Samples/DigitCoolRunning_28x28/train/result_2017-3-14_27486_30822/2/CoolRunning_27486_33_2697_2.png,2
./Samples/DigitCoolRunning_28x28/train/result_UI_States3/1/CoolRunning_3135_1.png,1
./Samples/DigitCoolRunning_28x28/train/result_2016-12-15_23_18_56.mp4/8/CoolRunning_959_8.png,8
./Samples/DigitCoolRunning_28x28/train/result1_false_9/3/CoolRunning_113_18_3.png,3
